Date,USRECD,T10Y2Y,TEDRATE,BAA10Y,Target_1Q_ahead,Target_2Q_ahead,Target_3Q_ahead,BAA10Y_missing,T10Y2Y_missing,FEDFUNDS_missing,UNRATE_d1,INDPRO_lgyoy,CPIAUCSL_lgyoy,FEDFUNDS_d1
1986-01-01,0.0,0.7893333333333333,1.0120338983050847,2.4526666666666666,0.0,0.0,0.0,0,0,0,0.0,0.01082144095909321,0.030581533754113543,-0.2766666666666664
1986-04-01,0.0,0.62015625,0.8590476190476191,2.67265625,0.0,0.0,0.0,0,0,0,0.13333333333333286,0.004213891415126625,0.016646500299357214,-0.9066666666666681
1986-07-01,0.0,0.85578125,0.766984126984127,2.87703125,0.0,0.0,0.0,0,0,0,-0.20000000000000107,0.00956626549358841,0.016544495017096317,-0.7133333333333329
1986-10-01,0.0,0.988225806451613,0.8081967213114754,2.8280645161290323,0.0,0.0,0.0,0,0,0,-0.13333333333333286,0.015030634974228185,0.013365934095209475,0.0600000000000005
1987-01-01,0.0,0.8442622950819673,0.8477049180327869,2.466393442622951,0.0,0.0,0.0,0,0,0,-0.23333333333333428,0.022377709232853427,0.02017836871893497,-0.046666666666666856
1987-04-01,0.0,0.8926984126984128,1.500327868852459,2.0169841269841267,0.0,0.0,0.0,0,0,0,-0.33333333333333215,0.04599010957683447,0.036323969373409426,0.4299999999999997
1987-07-01,0.0,1.0296875,1.1885714285714284,2.0309375,0.0,0.0,0.0,0,0,0,-0.2666666666666666,0.060704203253613365,0.04078553077432989,0.19333333333333425
1987-10-01,0.0,1.1390322580645162,2.1101639344262293,2.2503225806451614,0.0,0.0,0.0,0,0,0,-0.16666666666666696,0.07299598612710945,0.04311267006526176,0.07333333333333325
1988-01-01,0.0,1.0593548387096776,1.241774193548387,2.329032258064516,0.0,0.0,0.0,0,0,0,-0.13333333333333286,0.0689494926866745,0.03888810429249734,-0.25333333333333297
1988-04-01,0.0,1.0355555555555556,1.271639344262295,2.07,0.0,0.0,0.0,0,0,0,-0.23333333333333428,0.0601051825091421,0.03902793332425869,0.4933333333333323
1988-07-01,0.0,0.6384375,1.4028571428571428,1.97515625,0.0,0.0,0.0,0,0,0,0.0,0.045165073614245266,0.040588595056014753,0.8266666666666671
1988-10-01,0.0,0.24786885245901638,1.2955,1.557049180327869,0.0,0.0,0.0,0,0,0,-0.13333333333333286,0.02871290053580733,0.04216213659101875,0.48666666666666725
1989-01-01,0.0,-0.2067213114754098,1.2835,1.4337704918032785,0.0,0.0,0.0,0,0,0,-0.13333333333333286,0.024046279728986875,0.04568539990088549,0.9733333333333327
1989-04-01,0.0,-0.18515625,1.3668253968253967,1.6043749999999999,0.0,0.0,0.0,0,0,0,0.033333333333333215,0.011549067538532576,0.05031464725353896,0.2833333333333332
1989-07-01,0.0,0.02158730158730159,1.0708064516129032,1.7792063492063492,0.0,0.0,0.0,0,0,0,0.0,0.0016645594592388235,0.04598511324182297,-0.6433333333333326
1989-10-01,0.0,0.055322580645161296,0.9732786885245901,1.905483870967742,0.0,0.0,1.0,0,0,0,0.13333333333333375,-0.0014575555677369678,0.045234522622602746,-0.47000000000000064
1990-01-01,0.0,0.05903225806451613,0.642741935483871,1.6751612903225805,0.0,1.0,1.0,0,0,0,-0.06666666666666732,0.0012992143538914647,0.05100558176936776,-0.3633333333333333
1990-04-01,0.0,0.10301587301587302,0.7159016393442623,1.6387301587301586,1.0,1.0,1.0,0,0,0,0.033333333333333215,0.011929313814321496,0.044815089950375864,-0.006666666666667709
1990-07-01,1.0,0.6025396825396826,0.6885483870967741,1.706190476190476,1.0,1.0,0.0,0,0,0,0.36666666666666714,0.02198425529118886,0.054151698567052264,-0.08333333333333215
1990-10-01,1.0,0.8001612903225807,1.0898360655737707,2.19741935483871,1.0,0.0,0.0,0,0,0,0.4333333333333327,0.002504906254389816,0.06087384300152543,-0.41666666666666785
1991-01-01,1.0,0.9871666666666666,0.8575,2.1865,0.0,0.0,0.0,0,0,0,0.4666666666666677,-0.02421449189943292,0.051254241294866,-1.3166666666666655
1991-04-01,0.0,1.23140625,0.6035483870967743,1.7959375,0.0,0.0,0.0,0,0,0,0.2333333333333325,-0.025793911240327816,0.047328238467257755,-0.5633333333333335
1991-07-01,0.0,1.42890625,0.4693650793650794,1.74015625,0.0,0.0,0.0,0,0,0,0.0333333333333341,-0.015754196977842305,0.03779664221628476,-0.21999999999999975
1991-10-01,0.0,1.8412903225806452,0.5049180327868853,2.056290322580645,0.0,0.0,0.0,0,0,0,0.2333333333333334,0.0018796765433464202,0.02922245997261186,-0.8266666666666671
1992-01-01,0.0,2.0130645161290324,0.3540322580645161,1.8946774193548388,0.0,0.0,0.0,0,0,0,0.2666666666666666,0.019712858620867024,0.02852808361453807,-0.793333333333333
1992-04-01,0.0,2.172857142857143,0.3611475409836066,1.7515873015873016,0.0,0.0,0.0,0,0,0,0.2333333333333334,0.03235774336439512,0.030272320093652993,-0.25333333333333385
1992-07-01,0.0,2.46796875,0.3357142857142857,2.08546875,0.0,0.0,0.0,0,0,0,0.03333333333333233,0.026411405280104105,0.030283496587252046,-0.5133333333333332
1992-10-01,0.0,2.295645161290323,0.5495081967213116,2.1253225806451614,0.0,0.0,0.0,0,0,0,-0.2666666666666657,0.03451866043693208,0.030742323260382953,-0.21999999999999975
1993-01-01,0.0,2.1250819672131147,0.3134426229508197,2.1268852459016396,0.0,0.0,0.0,0,0,0,-0.23333333333333428,0.04514165714965479,0.03123775049528099,0.0033333333333329662
1993-04-01,0.0,1.9923809523809524,0.3014754098360656,2.150952380952381,0.0,0.0,0.0,0,0,0,-0.06666666666666643,0.02921369619050207,0.030771658666753687,-0.03999999999999959
1993-07-01,0.0,1.64140625,0.2553968253968254,2.00765625,0.0,0.0,0.0,0,0,0,-0.2666666666666666,0.025143703454354238,0.02778280714872494,0.06000000000000005
1993-10-01,0.0,1.530967741935484,0.3595,1.9414516129032255,0.0,0.0,0.0,0,0,0,-0.16666666666666696,0.03044628373442748,0.027316513301486545,-0.06999999999999984
1994-01-01,0.0,1.5306451612903227,0.32721311475409837,1.771774193548387,0.0,0.0,0.0,0,0,0,-0.06666666666666643,0.033420830422962844,0.02507896306050217,0.22333333333333316
1994-04-01,0.0,1.262741935483871,0.48083333333333333,1.5117741935483873,0.0,0.0,0.0,0,0,0,-0.36666666666666625,0.04959915247447366,0.02354663594336337,0.7266666666666666
1994-07-01,0.0,1.0948437500000001,0.490952380952381,1.50984375,0.0,0.0,0.0,0,0,0,-0.20000000000000018,0.05855156334880274,0.028151688817296794,0.5466666666666673
1994-10-01,0.0,0.6745901639344262,0.6841666666666666,1.3678688524590163,0.0,0.0,0.0,0,0,0,-0.36666666666666714,0.0633884745284723,0.025700242268761997,0.6799999999999997
1995-01-01,0.0,0.35677419354838713,0.5551612903225807,1.3983870967741936,0.0,0.0,0.0,0,0,0,-0.16666666666666696,0.06180940972009363,0.028006759382391166,0.6433333333333326
1995-04-01,0.0,0.46841269841269845,0.5204918032786885,1.6166666666666665,0.0,0.0,0.0,0,0,0,0.20000000000000107,0.04702787915312179,0.03048406031640738,0.20999999999999996
1995-07-01,0.0,0.46761904761904766,0.5183870967741936,1.7326984126984126,0.0,0.0,0.0,0,0,0,0.0,0.04397506949002494,0.026291142065731243,-0.22333333333333272
1995-10-01,0.0,0.3954838709677419,0.5963934426229509,1.7456451612903225,0.0,0.0,0.0,0,0,0,-0.10000000000000053,0.03189455300820043,0.02592412313654524,-0.0766666666666671
1996-01-01,0.0,0.6403225806451613,0.4759677419354839,1.7990322580645162,0.0,0.0,0.0,0,0,0,-0.03333333333333233,0.02811205245009507,0.02745868744507174,-0.35666666666666647
1996-04-01,0.0,0.60328125,0.5009836065573771,1.580625,0.0,0.0,0.0,0,0,0,-0.0333333333333341,0.04615447039027565,0.027878628845964037,-0.1200000000000001
1996-07-01,0.0,0.6,0.5003174603174603,1.51359375,0.0,0.0,0.0,0,0,0,-0.2333333333333334,0.04953611983400208,0.028588728308537092,0.06333333333333346
1996-10-01,0.0,0.550483870967742,0.5595081967213115,1.5688709677419355,0.0,0.0,0.0,0,0,0,0.06666666666666643,0.05572873732842254,0.0318029150187602,-0.026666666666666394
1997-01-01,0.0,0.5223333333333333,0.5066101694915255,1.5090000000000001,0.0,0.0,0.0,0,0,0,-0.09999999999999964,0.06790392176066895,0.029024386704054272,-0.0033333333333338544
1997-04-01,0.0,0.42375,0.780952380952381,1.489375,0.0,0.0,0.0,0,0,0,-0.2333333333333334,0.06102061409702397,0.022756987122615868,0.24666666666666703
1997-07-01,0.0,0.3384375,0.6852380952380953,1.5165625,0.0,0.0,0.0,0,0,0,-0.13333333333333286,0.07094943693386568,0.022006546680634287,0.010000000000000675
1997-10-01,0.0,0.1717741935483871,0.7495081967213114,1.5338709677419355,0.0,0.0,0.0,0,0,0,-0.20000000000000018,0.08140966358496815,0.01873103670606291,-0.026666666666667282
1998-01-01,0.0,0.14131147540983607,0.609344262295082,1.6683606557377049,0.0,0.0,0.0,0,0,0,-0.0333333333333341,0.07349594717868335,0.014716816551930023,0.013333333333332753
1998-04-01,0.0,0.03492063492063492,0.7180327868852459,1.6584126984126986,0.0,0.0,0.0,0,0,0,-0.2333333333333334,0.06553685120630082,0.01570929370518037,-0.019999999999999574
1998-07-01,0.0,0.07125000000000001,0.796984126984127,1.91984375,0.0,0.0,0.0,0,0,0,0.13333333333333375,0.05028547089054669,0.01583580650252614,0.0333333333333341
1998-10-01,0.0,0.2856451612903226,1.0222950819672132,2.5837096774193546,0.0,0.0,0.0,0,0,0,-0.09999999999999964,0.03967912876213919,0.015142503372815419,-0.6733333333333338
1999-01-01,0.0,0.13918032786885245,0.5952459016393443,2.411311475409836,0.0,0.0,0.0,0,0,0,-0.13333333333333375,0.040547765265866786,0.016731669654015846,-0.12666666666666693
1999-04-01,0.0,0.25703125,0.6173770491803278,2.19796875,0.0,0.0,0.0,0,0,0,-0.033333333333333215,0.04373617889110548,0.020903856041019964,0.013333333333333641
1999-07-01,0.0,0.250625,0.7946031746031746,2.219375,0.0,0.0,0.0,0,0,0,-0.033333333333333215,0.044553807847774074,0.023193537403209064,0.3466666666666667
1999-10-01,0.0,0.19661290322580643,1.0981355932203392,2.0920967741935486,0.0,0.0,0.0,0,0,0,-0.16666666666666696,0.04689162552286241,0.025860917987564846,0.21333333333333293
2000-01-01,0.0,-0.05793650793650793,0.5845161290322581,1.8623809523809522,0.0,0.0,0.0,0,0,0,-0.033333333333333215,0.04363589697504899,0.032058494515416314,0.3700000000000001
2000-04-01,0.0,-0.3877777777777778,0.92,2.419206349206349,0.0,0.0,0.0,0,0,0,-0.09999999999999964,0.04514063284768355,0.03240749913273344,0.5966666666666667
2000-07-01,0.0,-0.3271428571428571,0.6811290322580644,2.423174603174603,0.0,0.0,1.0,0,0,0,0.06666666666666643,0.035399114329957904,0.03410089384717807,0.24666666666666615
2000-10-01,0.0,-0.14838709677419357,0.669672131147541,2.6469354838709678,0.0,1.0,1.0,0,0,0,-0.10000000000000009,0.01617825090955005,0.03385537342101319,-0.04666666666666597
2001-01-01,0.0,0.46403225806451615,0.5203225806451612,2.8375806451612906,1.0,1.0,1.0,0,0,0,0.3333333333333335,-0.0043311329524522435,0.03352915234169629,-0.8799999999999999
2001-04-01,1.0,1.0844444444444443,0.521311475409836,2.7622222222222224,1.0,1.0,0.0,0,0,0,0.16666666666666607,-0.027698993468772137,0.03270828054484287,-1.2666666666666666
2001-07-01,1.0,1.3195081967213114,0.2555,2.9445901639344263,1.0,0.0,0.0,0,0,0,0.43333333333333357,-0.04063883946222191,0.026429906136847592,-0.8300000000000005
2001-10-01,1.0,1.895,0.23672131147540984,3.1649180327868853,0.0,0.0,0.0,0,0,0,0.666666666666667,-0.04870090405253347,0.01857521186470379,-1.3633333333333333
2002-01-01,0.0,1.8786666666666667,0.182,2.8758333333333335,0.0,0.0,0.0,0,0,0,0.20000000000000018,-0.030000644127751386,0.012242360264238528,-0.3999999999999999
2002-04-01,0.0,1.8721875,0.2061666666666667,2.9196875,0.0,0.0,0.0,0,0,0,0.13333333333333286,-0.002767058895517316,0.01308674500480489,0.016666666666666607
2002-07-01,0.0,2.03359375,0.16666666666666666,3.36,0.0,0.0,0.0,0,0,0,-0.09999999999999964,0.017266617088489866,0.015639864500195166,-0.010000000000000009
2002-10-01,0.0,2.1151612903225807,0.21475409836065573,3.5966129032258065,0.0,0.0,0.0,0,0,0,0.13333333333333375,0.02794470643842928,0.022285044789434494,-0.29666666666666663
2003-01-01,0.0,2.270983606557377,0.17688524590163937,3.1998360655737703,0.0,0.0,0.0,0,0,0,0.0,0.027677313400141124,0.029329779205552242,-0.19333333333333336
2003-04-01,0.0,2.199047619047619,0.19819672131147542,2.8531746031746033,0.0,0.0,0.0,0,0,0,0.2666666666666657,0.0054510485504115636,0.01986089556329862,-0.0033333333333331883
2003-07-01,0.0,2.549375,0.2015873015873016,2.57546875,0.0,0.0,0.0,0,0,0,0.0,0.006005698128809911,0.02192669610113196,-0.2300000000000002
2003-10-01,0.0,2.4288709677419353,0.2498360655737705,2.3774193548387097,0.0,0.0,0.0,0,0,0,-0.2999999999999998,0.015368935659388683,0.019820632499684798,-0.019999999999999907
2004-01-01,0.0,2.323387096774194,0.20500000000000002,2.2562903225806448,0.0,0.0,0.0,0,0,0,-0.13333333333333286,0.015444363025645558,0.018015259334374534,0.0066666666666664876
2004-04-01,0.0,2.14241935483871,0.223,2.064838709677419,0.0,0.0,0.0,0,0,0,-0.10000000000000142,0.027765000932557626,0.027477709695900465,0.006666666666666821
2004-07-01,0.0,1.74484375,0.26857142857142857,2.15015625,0.0,0.0,0.0,0,0,0,-0.1666666666666652,0.02667577975625335,0.026397109659017204,0.42333333333333334
2004-10-01,0.0,1.3533870967741934,0.2901666666666667,2.0103225806451612,0.0,0.0,0.0,0,0,0,0.0,0.031207432537945223,0.03328919281426401,0.5166666666666666
2005-01-01,0.0,0.848688524590164,0.298135593220339,1.6667213114754098,0.0,0.0,0.0,0,0,0,-0.13333333333333375,0.03866466494242626,0.029900222501133555,0.5200000000000002
2005-04-01,0.0,0.51265625,0.4201587301587301,1.81078125,0.0,0.0,0.0,0,0,0,-0.1999999999999993,0.03918735843075272,0.02881037326219449,0.47333333333333316
2005-07-01,0.0,0.2571875,0.4168253968253968,1.7659375,0.0,0.0,0.0,0,0,0,-0.13333333333333375,0.02950323467467353,0.0374860368180947,0.5166666666666662
2005-10-01,0.0,0.12360655737704918,0.5121666666666667,1.8478688524590163,0.0,0.0,0.0,0,0,0,0.0,0.02489086449244482,0.03608771247238085,0.5200000000000005
2006-01-01,0.0,-0.027580645161290322,0.3690322580645161,1.7346774193548387,0.0,0.0,0.0,0,0,0,-0.2333333333333334,0.020563041666839865,0.03624386494334697,0.476666666666667
2006-04-01,0.0,0.07476190476190477,0.5136065573770492,1.665079365079365,0.0,0.0,0.0,0,0,0,-0.10000000000000053,0.020707561983384082,0.038492260420826874,0.4500000000000002
2006-07-01,0.0,-0.035555555555555556,0.5275806451612903,1.6996825396825397,0.0,0.0,0.0,0,0,0,8.881784197001252e-16,0.02895082354771006,0.032855452540150765,0.33999999999999986
2006-10-01,0.0,-0.10693548387096774,0.4650819672131148,1.6525806451612903,0.0,0.0,0.0,0,0,0,-0.20000000000000018,0.022002145964601816,0.01946331090015363,0.0
2007-01-01,0.0,-0.0814516129032258,0.37725806451612903,1.6166129032258065,0.0,0.0,0.0,0,0,0,0.06666666666666643,0.022334375590413735,0.024025571333846862,0.009999999999999787
2007-04-01,0.0,0.04234375,0.6277049180327868,1.64421875,0.0,0.0,1.0,0,0,0,0.0,0.028266674156954608,0.026303865227484735,-0.006666666666666821
2007-07-01,0.0,0.3476190476190476,1.1298387096774194,1.8957142857142857,0.0,1.0,1.0,0,0,0,0.16666666666666696,0.025748501374567745,0.023218107205501326,-0.17666666666666675
2007-10-01,0.0,0.7769354838709678,1.623606557377049,2.239193548387097,1.0,1.0,1.0,0,0,0,0.13333333333333286,0.026397948451310604,0.03952006005660369,-0.5766666666666662
2008-01-01,1.0,1.6359016393442625,1.2109999999999999,3.083606557377049,1.0,1.0,1.0,0,0,0,0.20000000000000018,0.013365443393348997,0.040537494121493545,-1.3200000000000007
2008-04-01,1.0,1.46515625,1.1282539682539683,3.108125,1.0,1.0,1.0,0,0,0,0.33333333333333304,-0.013108172793090844,0.042201087754484945,-1.0899999999999999
2008-07-01,1.0,1.5021875,1.4185714285714286,3.34375,1.0,1.0,1.0,0,0,0,0.666666666666667,-0.047038441360419014,0.05119205765209145,-0.14666666666666628
2008-10-01,1.0,2.0191935483870966,2.44672131147541,5.580967741935484,1.0,1.0,0.0,0,0,0,0.8666666666666671,-0.09398780797766282,0.015832037305636426,-1.4333333333333336
2009-01-01,1.0,1.8319672131147542,1.03,5.488524590163935,1.0,0.0,0.0,0,0,0,1.4000000000000004,-0.14923111277530676,-0.0018440671285047117,-0.32333333333333336
2009-04-01,1.0,2.303174603174603,0.6708196721311476,4.652222222222222,0.0,0.0,0.0,0,0,0,1.0333333333333314,-0.16351820795804084,-0.009466062570151479,-0.003333333333333327
2009-07-01,0.0,2.4878125,0.25253968253968256,3.1478125,0.0,0.0,0.0,0,0,0,0.3333333333333339,-0.11557696027159281,-0.016200075619449805,-0.023333333333333373
2009-10-01,0.0,2.586129032258065,0.20754098360655737,2.863225806451613,0.0,0.0,0.0,0,0,0,0.3000000000000007,-0.05520297260883922,0.014766993079265767,-0.03666666666666665
2010-01-01,0.0,2.8001639344262297,0.14704918032786887,2.5693442622950817,0.0,0.0,0.0,0,0,0,-0.09999999999999964,0.022756800040778735,0.023253235999845856,0.013333333333333336
2010-04-01,0.0,2.6193750000000002,0.2919672131147541,2.69015625,0.0,0.0,0.0,0,0,0,-0.20000000000000107,0.0704533021345739,0.017596996349806382,0.060000000000000026
2010-07-01,0.0,2.24578125,0.23238095238095238,2.9909375,0.0,0.0,0.0,0,0,0,-0.16666666666666607,0.06781006852856031,0.01195704467930625,-0.006666666666666682
2010-10-01,0.0,2.391290322580645,0.15350000000000003,3.0383870967741933,0.0,0.0,0.0,0,0,0,0.033333333333333215,0.055599984988441875,0.012222834885954548,0.0
2011-01-01,0.0,2.763709677419355,0.18016393442622952,2.6291935483870965,0.0,0.0,0.0,0,0,0,-0.4666666666666668,0.04130564125000902,0.021254686907878018,-0.03
2011-04-01,0.0,2.63984126984127,0.21766666666666667,2.646190476190476,0.0,0.0,0.0,0,0,0,0.033333333333333215,0.026680243826930017,0.0329134256057646,-0.06333333333333334
2011-07-01,0.0,2.135,0.27396825396825397,3.041875,0.0,0.0,0.0,0,0,0,-0.06666666666666643,0.025328690147771837,0.03648573742918071,-0.010000000000000009
2011-10-01,0.0,1.7831147540983605,0.4645,3.2065573770491804,0.0,0.0,0.0,0,0,0,-0.36666666666666714,0.031464033496521715,0.03290008491286045,-0.009999999999999981
2012-01-01,0.0,1.750483870967742,0.44129032258064516,3.162258064516129,0.0,0.0,0.0,0,0,0,-0.36666666666666536,0.03585113236321469,0.02790037306332227,0.029999999999999985
2012-04-01,0.0,1.53625,0.38033898305084746,3.268125,0.0,0.0,0.0,0,0,0,-0.0666666666666682,0.03804231105922895,0.01870318295732787,0.05000000000000002
2012-07-01,0.0,1.3834920634920633,0.3235483870967742,3.2344444444444447,0.0,0.0,0.0,0,0,0,-0.16666666666666607,0.02630004420105969,0.016708233914489945,-0.010000000000000009
2012-10-01,0.0,1.4395081967213115,0.22716666666666668,2.8672131147540982,0.0,0.0,0.0,0,0,0,-0.2333333333333334,0.020766863383255618,0.01885676669605374,0.016666666666666663
2013-01-01,0.0,1.6881666666666666,0.2048333333333333,2.859,0.0,0.0,0.0,0,0,0,-0.06666666666666643,0.018409141837238963,0.01725233763000311,-0.016666666666666663
2013-04-01,0.0,1.71609375,0.22370967741935482,2.83828125,0.0,0.0,0.0,0,0,0,-0.1999999999999993,0.016655670414285062,0.014048094445326953,-0.026666666666666686
2013-07-01,0.0,2.340625,0.2292063492063492,2.69578125,0.0,0.0,0.0,0,0,0,-0.3000000000000007,0.020933436140412987,0.01493741351304756,-0.033333333333333326
2013-10-01,0.0,2.416935483870968,0.18180327868852458,2.6129032258064515,0.0,0.0,0.0,0,0,0,-0.2999999999999998,0.022884843083902595,0.012000751215597738,0.003333333333333341
2014-01-01,0.0,2.3906557377049182,0.18672131147540985,2.3540983606557377,0.0,0.0,0.0,0,0,0,-0.2666666666666666,0.022195459944398976,0.01419781201081527,-0.013333333333333322
2014-04-01,0.0,2.2014285714285715,0.19557377049180327,2.2009523809523808,0.0,0.0,0.0,0,0,0,-0.4666666666666668,0.03119112824708914,0.020589999702959716,0.01999999999999999
2014-07-01,0.0,1.9845312499999999,0.2061904761904762,2.2428125,0.0,0.0,0.0,0,0,0,-0.13333333333333375,0.03258315979001036,0.01775121221560294,-0.003333333333333327
2014-10-01,0.0,1.7393548387096776,0.21278688524590164,2.4577419354838708,0.0,0.0,0.0,0,0,0,-0.36666666666666625,0.031333815308034474,0.011572832187645155,0.009999999999999981
2015-01-01,0.0,1.3642622950819672,0.2360655737704918,2.5324590163934424,0.0,0.0,0.0,0,0,0,-0.16666666666666607,0.013261147902221104,-0.0011295693550543717,0.010000000000000009
2015-04-01,0.0,1.55171875,0.2621311475409836,2.6665625,0.0,0.0,0.0,0,0,0,-0.10000000000000053,-0.014155199852284639,0.00037003244185651596,0.013333333333333336
2015-07-01,0.0,1.530625,0.2723809523809524,3.01984375,0.0,0.0,0.0,0,0,0,-0.33333333333333304,-0.01890151943946705,0.0015848530666531246,0.01333333333333335
2015-10-01,0.0,1.352258064516129,0.28655737704918033,3.226935483870968,0.0,0.0,0.0,0,0,0,-0.06666666666666732,-0.03825767827922366,0.003996702357589754,0.023333333333333317
2016-01-01,0.0,1.078032786885246,0.3368333333333334,3.3844262295081964,0.0,0.0,0.0,0,0,0,-0.13333333333333375,-0.03345268023439374,0.009869486291798069,0.20000000000000004
2016-04-01,0.0,0.97890625,0.3853968253968254,2.91,0.0,0.0,0.0,0,0,0,0.0333333333333341,-0.022885776931736324,0.011039169888446665,0.013333333333333308
2016-07-01,0.0,0.83625,0.4934920634920635,2.6925,0.0,0.0,0.0,0,0,0,-0.0333333333333341,-0.021412434416976822,0.01150503812361503,0.023333333333333317
2016-10-01,0.0,1.1291803278688524,0.495,2.501639344262295,0.0,0.0,0.0,0,0,0,-0.13333333333333286,-0.009101016713987775,0.01790848012314683,0.053333333333333344
2017-01-01,0.0,1.202258064516129,0.4730645161290323,2.2158064516129032,0.0,0.0,0.0,0,0,0,-0.20000000000000018,-0.0026149395513694884,0.025542305549238087,0.25000000000000006
2017-04-01,0.0,0.9633333333333334,0.30918032786885247,2.231904761904762,0.0,0.0,0.0,0,0,0,-0.1999999999999993,0.015312458161589326,0.018729387268359154,0.25
2017-07-01,0.0,0.8787301587301587,0.27774193548387094,2.0917460317460317,0.0,0.0,0.0,0,0,0,-0.0333333333333341,0.010063326552172569,0.01926267109581037,0.20333333333333325
2017-10-01,0.0,0.6770967741935483,0.2575409836065574,1.8983606557377048,0.0,0.0,0.0,0,0,0,-0.16666666666666607,0.02541915137095163,0.020858738468327864,0.050000000000000044
2018-01-01,0.0,0.5980327868852459,0.369344262295082,1.7085245901639343,0.0,0.0,0.0,0,0,0,-0.13333333333333375,0.03071908171726001,0.02223709235092386,0.24333333333333318
2018-04-01,0.0,0.44359375,0.49612903225806454,1.8565625000000001,0.0,0.0,0.0,0,0,0,-0.09999999999999964,0.027643366397791524,0.026513328522709934,0.29000000000000004
2018-07-01,0.0,0.25793650793650796,0.3016129032258064,1.8861904761904762,0.0,0.0,0.0,0,0,0,-0.16666666666666652,0.03896139333972215,0.02575464969399821,0.18666666666666654
2018-10-01,0.0,0.23836065573770493,0.3138333333333333,2.0975409836065575,0.0,0.0,0.0,0,0,0,0.06666666666666643,0.02725209029598119,0.02189375964400586,0.2966666666666671
2019-01-01,0.0,0.1678688524590164,0.29803278688524587,2.315409836065574,0.0,0.0,0.0,0,0,0,0.033333333333333215,0.012163681313818842,0.01616880545737942,0.18333333333333313
2019-04-01,0.0,0.21095238095238095,0.20442622950819672,2.261111111111111,0.0,0.0,1.0,0,0,0,-0.2333333333333334,-0.005940571671021466,0.018059773517283162,-0.006666666666666821
2019-07-01,0.0,0.11203125,0.21333333333333332,2.2278125,0.0,1.0,1.0,0,0,0,-0.033333333333333215,-0.014962861384211656,0.0173427387180336,-0.20666666666666655
2019-10-01,0.0,0.20080645161290323,0.35366666666666663,2.1222580645161293,1.0,1.0,0.0,0,0,0,0.0,-0.022948356334880238,0.02027883881802417,-0.5466666666666666
2020-01-01,1.0,0.2835483870967742,0.44,2.5408064516129034,1.0,0.0,0.0,0,0,0,0.2333333333333334,-0.030547101129446474,0.021211121853291992,-0.3833333333333333
2020-04-01,1.0,0.493968253968254,0.4554098360655738,3.215079365079365,0.0,0.0,0.0,0,0,0,9.166666666666666,-0.1583988149843396,0.0040844097448173855,-1.2
2020-07-01,0.0,0.5096875,0.1393650793650794,2.6665625,0.0,0.0,0.0,0,0,0,-4.200000000000001,-0.06713016948709427,0.012157209578507633,0.03333333333333334
2020-10-01,0.0,0.7148387096774194,0.13196721311475412,2.4332258064516132,0.0,0.0,0.0,0,0,0,-2.0333333333333323,-0.043143094646177715,0.012346176801893094,-0.003333333333333327
2021-01-01,0.0,1.2037704918032788,0.14885245901639343,2.1511475409836067,0.0,0.0,0.0,0,0,0,-0.5333333333333332,-0.023393763749233187,0.018848792358871158,-0.010000000000000009
2021-04-01,0.0,1.4165625,0.13131147540983606,1.9646031746031745,0.0,0.0,0.0,0,0,0,-0.2999999999999998,0.12760488141291315,0.04672093812337952,-0.009999999999999995
2021-07-01,0.0,1.0990625,0.07634920634920636,1.91328125,0.0,0.0,0.0,0,0,0,-0.8666666666666671,0.04165789588240987,0.05116411731508563,0.020000000000000004
2021-10-01,0.0,1.0016129032258065,0.10833333333333334,1.7768852459016393,0.0,0.0,0.0,0,0,0,-0.8999999999999995,0.031797799301561014,0.06552029303941964,-0.010000000000000009
2022-01-01,0.0,0.48661290322580647,0.11307692307692307,2.0141935483870967,0.0,0.0,0.0,0,0,0,-0.30000000000000027,0.0319212461120042,0.077185514888642,0.039999999999999994
